First_order_best_category,First_order_best_sub_catgeory,FirstOrderCity,FirstOrderCityTier,First_order_OrderPlatform,First_order_campaign_medium,First_order_campaign_source,First_order_campaign_term,First_order_referrer_type,OrderTiming,DiscountUsageSegment,WeekdayWeekendPreference,repeated_users_segment,total_users_segment
Na,Na,New Delhi,Tier 1,mobile,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Evening Shopper,Extreme Discount User,Weekday Shopper,12,84
Clothing,Shirts,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,57,84
Na,Na,Pune,Tier 2,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Extreme Discount User,Weekday Shopper,9,84
Na,Na,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Night Owl,Extreme Discount User,Weekday Shopper,50,84
Apparel Men,Denim,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,44,83
Watches,Analog,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,13,83
Apparel Men,Denim,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,49,83
Clothing,Shirts,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,20,83
Watches,Analog,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,49,83
Bags & Accessories,Women,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,20,82
Item Category Unavailable,Item SubCategory Unavailable,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,22,82
Watches,Analog,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,7,82
Indian Wear,Indianwear Sets,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,15,82
Apparel Women Western Wear,Casual,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,58,82
Beauty,Flb Elca,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,20,82
Beauty,Makeup,Ssl-Vasant Kunj,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,16,81
Na,Na,Bengaluru,Tier 1,desktop,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Evening Shopper,Extreme Discount User,Weekday Shopper,12,81
Apparel Men,Casual,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,16,81
Watches,Analog,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,Light Discount User,Weekday Shopper,55,81
Beauty,Makeup,Ssl-Thane,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,55,81
Clothing,Shirts,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,57,81
Item Category Unavailable,Item SubCategory Unavailable,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,38,80
Westernwear,Dresses,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,9,80
Clothing,Shirts,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,58,80
Beauty,Flb Elca,Mac-Citywalk Saket,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,8,80
Na,Na,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Morning Shopper,Extreme Discount User,Weekday Shopper,4,80
Beauty,Fragrance,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,20,80
Na,Na,Mumbai,Tier 1,desktop,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Evening Shopper,Extreme Discount User,Weekday Shopper,11,80
Watches,Analog Watches,Pune,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,2,80
Footwear,Women,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,52,80
Watches,Watches,Ssl-Mgf Saket,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,56,79
Apparel Women Western Wear,Denim,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,51,79
Footwear,Sports Shoes & Sneakers,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,12,79
Western Wear,Dresses & Jumpsuits,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,18,79
Footwear,Sports Shoes,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,10,79
Indianwear,Ethnic Sets,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,22,78
Na,Na,Delhi,Tier 1,mobile,campaign_medium Unavailable,Paid-Search,campaign_term Unavailable,paid-search,Afternoon Shopper,Extreme Discount User,Weekday Shopper,4,78
Apparel Men,Formal,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,36,78
Indian & Fusion Wear,Kurtas & Kurtis,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,57,78
Apparel Women Western Wear,Casual,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekend Shopper,15,78
Clothing,Shirts,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,19,78
Beauty,Fragrance,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,55,78
Apparel Men,Denim,Ssl-Gaur Mall Noida,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,46,78
Apparel Women Indian Wear,Indianwear,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Heavy Discount User,Weekday Shopper,37,78
Apparel Men,Sport,Ssl-Alpha Ahmedabad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,61,78
Footwear,Women,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,41,78
Indian & Fusion Wear,Kurtas & Kurtis,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Night Owl,No Discount User,Weekday Shopper,54,78
Apparel Women Western Wear,Casual,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,53,77
Na,Na,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Referral,campaign_term Unavailable,referral,Morning Shopper,Extreme Discount User,Weekday Shopper,8,77
Westernwear,Jeans & Jeggings,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,37,77
Beauty,Flb Elca,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,53,77
Westernwear,Dresses & Jumpsuits,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,15,77
Watches,Analog Watches,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,3,77
Indian Wear,Kurtas,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,24,77
Western Wear,Dresses & Jumpsuits,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,41,77
Indian & Fusion Wear,Kurtas Suits Sets,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,14,77
Apparel Men,Casual,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,26,77
Indian & Fusion Wear,Kurtas & Kurtis,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,22,77
Na,Na,Hyderabad,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,direct,Evening Shopper,Extreme Discount User,Weekday Shopper,5,76
Beauty,Makeup,Ssl-South City Kolkata,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Light Discount User,Weekday Shopper,56,76
Westernwear,Dresses,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,12,75
Apparel Men,Casual,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,49,75
Apparel Women Western Wear,Casual,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,11,75
Apparel Men,Denim,Ssl-Malad,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekday Shopper,54,75
Watches,Watches,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekend Shopper,34,75
Footwear,Women,Ssl-R City Ghatkopar,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Extreme Discount User,Weekend Shopper,48,75
Na,Na,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,direct,Evening Shopper,Extreme Discount User,Weekday Shopper,8,75
Indian & Fusion Wear,Kurtas & Kurtis,Mumbai,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,18,75
Watches,Analog Watches,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekend Shopper,0,75
Indian & Fusion Wear,Kurtas & Kurtis,Kolkata,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,No Discount User,Weekday Shopper,16,75
Western Wear,Top Wear,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,17,75
Beauty,Flb Elca,Mac-Market City Whitefield,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,9,75
Westernwear,Dresses & Jumpsuits,Bengaluru,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,No Discount User,Weekday Shopper,15,75
Beauty,Flb Elca,Ss Beauty Ambience Gurugram,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,No Discount User,Weekday Shopper,10,74
Apparel Men,Denim,City Unavailable,Tier Classification Not Available,device unavailable,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Morning Shopper,Moderate Discount User,Weekday Shopper,44,74
Watches,Analog Watches,Delhi,Tier 1,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Afternoon Shopper,Light Discount User,Weekday Shopper,5,74
Watches,Analog Watches,Pune,Tier 2,mobile,campaign_medium Unavailable,Direct,campaign_term Unavailable,referrer_type Unavailable,Evening Shopper,Light Discount User,Weekday Shopper,7,74
